HYBRIDIZATION R	TCGA-CS-4938-01	TCGA-CS-4941-01	TCGA-CS-4942-01	TCGA-CS-4943-01	TCGA-CS-4944-01	TCGA-CS-5390-01	TCGA-CS-5393-01	TCGA-CS-5394-01	TCGA-CS-5395-01	TCGA-CS-5396-01	TCGA-CS-5397-01	TCGA-CS-6186-01	TCGA-CS-6188-01	TCGA-CS-6290-01	TCGA-CS-6665-01	TCGA-CS-6666-01	TCGA-CS-6667-01	TCGA-CS-6668-01	TCGA-CS-6669-01	TCGA-CS-6670-01	TCGA-DB-5270-01	TCGA-DB-5273-01	TCGA-DB-5274-01	TCGA-DB-5275-01	TCGA-DB-5276-01	TCGA-DB-5277-01	TCGA-DB-5278-01	TCGA-DB-5279-01	TCGA-DB-5280-01	TCGA-DB-5281-01	TCGA-DB-A4X9-01	TCGA-DB-A4XA-01	TCGA-DB-A4XB-01	TCGA-DB-A4XC-01	TCGA-DB-A4XD-01	TCGA-DB-A4XE-01	TCGA-DB-A4XF-01	TCGA-DB-A4XG-01	TCGA-DB-A4XH-01	TCGA-DB-A64L-01	TCGA-DB-A64O-01	TCGA-DB-A64P-01	TCGA-DB-A64Q-01	TCGA-DB-A64R-01	TCGA-DB-A64S-01	TCGA-DB-A64U-01	TCGA-DB-A64V-01	TCGA-DB-A64W-01	TCGA-DB-A64X-01	TCGA-DB-A75K-01	TCGA-DB-A75L-01	TCGA-DB-A75O-01	TCGA-DB-A75P-01	TCGA-DH-5140-01	TCGA-DH-5141-01	TCGA-DH-5142-01	TCGA-DH-5143-01	TCGA-DH-5144-01	TCGA-DH-A669-01	TCGA-DH-A669-02	TCGA-DH-A66B-01	TCGA-DH-A66D-01	TCGA-DH-A66F-01	TCGA-DH-A66G-01	TCGA-DH-A7UR-01	TCGA-DH-A7US-01	TCGA-DH-A7UT-01	TCGA-DH-A7UU-01	TCGA-DH-A7UV-01	TCGA-DU-5847-01	TCGA-DU-5849-01	TCGA-DU-5851-01	TCGA-DU-5852-01	TCGA-DU-5853-01	TCGA-DU-5854-01	TCGA-DU-5855-01	TCGA-DU-5870-01	TCGA-DU-5870-02	TCGA-DU-5871-01	TCGA-DU-5872-01	TCGA-DU-5872-02	TCGA-DU-5874-01	TCGA-DU-6392-01	TCGA-DU-6393-01	TCGA-DU-6394-01	TCGA-DU-6395-01	TCGA-DU-6396-01	TCGA-DU-6397-01	TCGA-DU-6397-02	TCGA-DU-6399-01	TCGA-DU-6400-01	TCGA-DU-6401-01	TCGA-DU-6402-01	TCGA-DU-6403-01	TCGA-DU-6404-01	TCGA-DU-6404-02	TCGA-DU-6405-01	TCGA-DU-6406-01	TCGA-DU-6407-01	TCGA-DU-6407-02	TCGA-DU-6408-01	TCGA-DU-6410-01	TCGA-DU-6542-01	TCGA-DU-7006-01	TCGA-DU-7007-01	TCGA-DU-7008-01	TCGA-DU-7009-01	TCGA-DU-7010-01	TCGA-DU-7012-01	TCGA-DU-7013-01	TCGA-DU-7014-01	TCGA-DU-7015-01	TCGA-DU-7018-01	TCGA-DU-7019-01	TCGA-DU-7290-01	TCGA-DU-7292-01	TCGA-DU-7294-01	TCGA-DU-7298-01	TCGA-DU-7299-01	TCGA-DU-7300-01	TCGA-DU-7301-01	TCGA-DU-7302-01	TCGA-DU-7304-01	TCGA-DU-7304-02	TCGA-DU-7306-01	TCGA-DU-7309-01	TCGA-DU-8158-01	TCGA-DU-8161-01	TCGA-DU-8162-01	TCGA-DU-8163-01	TCGA-DU-8164-01	TCGA-DU-8165-01	TCGA-DU-8166-01	TCGA-DU-8167-01	TCGA-DU-8168-01	TCGA-DU-A5TP-01	TCGA-DU-A5TR-01	TCGA-DU-A5TS-01	TCGA-DU-A5TT-01	TCGA-DU-A5TU-01	TCGA-DU-A5TW-01	TCGA-DU-A5TY-01	TCGA-DU-A6S2-01	TCGA-DU-A6S3-01	TCGA-DU-A6S6-01	TCGA-DU-A6S7-01	TCGA-DU-A6S8-01	TCGA-DU-A76K-01	TCGA-DU-A76L-01	TCGA-DU-A76O-01	TCGA-DU-A76R-01	TCGA-DU-A7T6-01	TCGA-DU-A7T8-01	TCGA-DU-A7TA-01	TCGA-DU-A7TB-01	TCGA-DU-A7TC-01	TCGA-DU-A7TD-01	TCGA-DU-A7TG-01	TCGA-DU-A7TI-01	TCGA-DU-A7TJ-01	TCGA-E1-5302-01	TCGA-E1-5303-01	TCGA-E1-5304-01	TCGA-E1-5305-01	TCGA-E1-5307-01	TCGA-E1-5311-01	TCGA-E1-5318-01	TCGA-E1-5319-01	TCGA-E1-5322-01	TCGA-E1-A7YD-01	TCGA-E1-A7YE-01	TCGA-E1-A7YH-01	TCGA-E1-A7YI-01	TCGA-E1-A7YJ-01	TCGA-E1-A7YK-01	TCGA-E1-A7YL-01	TCGA-E1-A7YM-01	TCGA-E1-A7YN-01	TCGA-E1-A7YO-01	TCGA-E1-A7YQ-01	TCGA-E1-A7YS-01	TCGA-E1-A7YU-01	TCGA-E1-A7YV-01	TCGA-E1-A7YW-01	TCGA-E1-A7YY-01	TCGA-E1-A7Z2-01	TCGA-E1-A7Z3-01	TCGA-E1-A7Z4-01	TCGA-E1-A7Z6-01	TCGA-EZ-7264-01	TCGA-F6-A8O3-01	TCGA-F6-A8O4-01	TCGA-FG-5962-01	TCGA-FG-5963-01	TCGA-FG-5963-02	TCGA-FG-5964-01	TCGA-FG-5965-01	TCGA-FG-5965-02	TCGA-FG-6688-01	TCGA-FG-6689-01	TCGA-FG-6690-01	TCGA-FG-6691-01	TCGA-FG-6692-01	TCGA-FG-7634-01	TCGA-FG-7636-01	TCGA-FG-7637-01	TCGA-FG-7638-01	TCGA-FG-7641-01	TCGA-FG-7643-01	TCGA-FG-8181-01	TCGA-FG-8182-01	TCGA-FG-8185-01	TCGA-FG-8186-01	TCGA-FG-8187-01	TCGA-FG-8188-01	TCGA-FG-8189-01	TCGA-FG-8191-01	TCGA-FG-A4MT-01	TCGA-FG-A4MT-02	TCGA-FG-A4MU-01	TCGA-FG-A4MW-01	TCGA-FG-A4MX-01	TCGA-FG-A4MY-01	TCGA-FG-A60J-01	TCGA-FG-A60K-01	TCGA-FG-A60L-01	TCGA-FG-A6IZ-01	TCGA-FG-A6J1-01	TCGA-FG-A6J3-01	TCGA-FG-A70Y-01	TCGA-FG-A70Z-01	TCGA-FG-A710-01	TCGA-FG-A711-01	TCGA-FG-A713-01	TCGA-FG-A87N-01	TCGA-FG-A87Q-01	TCGA-FN-7833-01	TCGA-HT-7467-01	TCGA-HT-7468-01	TCGA-HT-7469-01	TCGA-HT-7470-01	TCGA-HT-7471-01	TCGA-HT-7472-01	TCGA-HT-7473-01	TCGA-HT-7474-01	TCGA-HT-7475-01	TCGA-HT-7476-01	TCGA-HT-7477-01	TCGA-HT-7478-01	TCGA-HT-7479-01	TCGA-HT-7480-01	TCGA-HT-7481-01	TCGA-HT-7482-01	TCGA-HT-7483-01	TCGA-HT-7485-01	TCGA-HT-7601-01	TCGA-HT-7602-01	TCGA-HT-7603-01	TCGA-HT-7604-01	TCGA-HT-7605-01	TCGA-HT-7606-01	TCGA-HT-7607-01	TCGA-HT-7608-01	TCGA-HT-7609-01	TCGA-HT-7610-01	TCGA-HT-7611-01	TCGA-HT-7616-01	TCGA-HT-7620-01	TCGA-HT-7676-01	TCGA-HT-7677-01	TCGA-HT-7680-01	TCGA-HT-7681-01	TCGA-HT-7684-01	TCGA-HT-7686-01	TCGA-HT-7687-01	TCGA-HT-7688-01	TCGA-HT-7689-01	TCGA-HT-7690-01	TCGA-HT-7691-01	TCGA-HT-7692-01	TCGA-HT-7693-01	TCGA-HT-7694-01	TCGA-HT-7695-01	TCGA-HT-7854-01	TCGA-HT-7855-01	TCGA-HT-7856-01	TCGA-HT-7857-01	TCGA-HT-7858-01	TCGA-HT-7860-01	TCGA-HT-7873-01	TCGA-HT-7874-01	TCGA-HT-7875-01	TCGA-HT-7877-01	TCGA-HT-7879-01	TCGA-HT-7880-01	TCGA-HT-7881-01	TCGA-HT-7882-01	TCGA-HT-7884-01	TCGA-HT-7902-01	TCGA-HT-8010-01	TCGA-HT-8011-01	TCGA-HT-8012-01	TCGA-HT-8013-01	TCGA-HT-8015-01	TCGA-HT-8018-01	TCGA-HT-8019-01	TCGA-HT-8104-01	TCGA-HT-8105-01	TCGA-HT-8106-01	TCGA-HT-8107-01	TCGA-HT-8108-01	TCGA-HT-8109-01	TCGA-HT-8110-01	TCGA-HT-8111-01	TCGA-HT-8113-01	TCGA-HT-8114-01	TCGA-HT-8558-01	TCGA-HT-8563-01	TCGA-HT-8564-01	TCGA-HT-A4DS-01	TCGA-HT-A4DV-01	TCGA-HT-A5R5-01	TCGA-HT-A5R7-01	TCGA-HT-A5R9-01	TCGA-HT-A5RA-01	TCGA-HT-A5RB-01	TCGA-HT-A5RC-01	TCGA-HT-A614-01	TCGA-HT-A615-01	TCGA-HT-A616-01	TCGA-HT-A617-01	TCGA-HT-A618-01	TCGA-HT-A619-01	TCGA-HT-A61A-01	TCGA-HT-A61B-01	TCGA-HT-A61C-01	TCGA-HT-A74H-01	TCGA-HT-A74K-01	TCGA-HT-A74L-01	TCGA-HT-A74O-01	TCGA-HW-7486-01	TCGA-HW-7487-01	TCGA-HW-7489-01	TCGA-HW-7490-01	TCGA-HW-7491-01	TCGA-HW-7493-01	TCGA-HW-7495-01	TCGA-HW-8319-01	TCGA-HW-8320-01	TCGA-HW-8321-01	TCGA-HW-8322-01	TCGA-HW-A5KJ-01	TCGA-HW-A5KK-01	TCGA-HW-A5KL-01	TCGA-HW-A5KM-01	TCGA-IK-7675-01	TCGA-IK-8125-01	TCGA-KT-A74X-01	TCGA-KT-A7W1-01	TCGA-P5-A5ET-01	TCGA-P5-A5EU-01	TCGA-P5-A5EV-01	TCGA-P5-A5EW-01	TCGA-P5-A5EX-01	TCGA-P5-A5EY-01	TCGA-P5-A5EZ-01	TCGA-P5-A5F0-01	TCGA-P5-A5F1-01	TCGA-P5-A5F2-01	TCGA-P5-A5F4-01	TCGA-P5-A5F6-01	TCGA-P5-A72U-01	TCGA-P5-A72W-01	TCGA-P5-A72X-01	TCGA-P5-A72Z-01	TCGA-P5-A730-01	TCGA-P5-A731-01	TCGA-P5-A733-01	TCGA-P5-A735-01	TCGA-P5-A736-01	TCGA-P5-A737-01	TCGA-P5-A77W-01	TCGA-P5-A77X-01	TCGA-P5-A780-01	TCGA-P5-A781-01	TCGA-QH-A65R-01	TCGA-QH-A65S-01	TCGA-QH-A65V-01	TCGA-QH-A65X-01	TCGA-QH-A65Z-01	TCGA-QH-A6CS-01	TCGA-QH-A6CU-01	TCGA-QH-A6CV-01	TCGA-QH-A6CX-01	TCGA-QH-A6CY-01	TCGA-QH-A6CZ-01	TCGA-QH-A6X3-01	TCGA-QH-A6X4-01	TCGA-QH-A6X5-01	TCGA-QH-A6X8-01	TCGA-QH-A6X9-01	TCGA-QH-A6XA-01	TCGA-QH-A6XC-01	TCGA-QH-A86X-01	TCGA-QH-A870-01	TCGA-R8-A6MK-01	TCGA-R8-A6ML-01	TCGA-R8-A6MO-01	TCGA-R8-A6YH-01	TCGA-R8-A73M-01	TCGA-RY-A83X-01	TCGA-RY-A83Y-01	TCGA-RY-A83Z-01	TCGA-RY-A840-01	TCGA-RY-A843-01	TCGA-RY-A845-01	TCGA-RY-A847-01	TCGA-S9-A6TS-01	TCGA-S9-A6TU-01	TCGA-S9-A6TV-01	TCGA-S9-A6TW-01	TCGA-S9-A6TX-01	TCGA-S9-A6TY-01	TCGA-S9-A6TZ-01	TCGA-S9-A6U0-01	TCGA-S9-A6U1-01	TCGA-S9-A6U2-01	TCGA-S9-A6U5-01	TCGA-S9-A6U6-01	TCGA-S9-A6U8-01	TCGA-S9-A6U9-01	TCGA-S9-A6UA-01	TCGA-S9-A6UB-01	TCGA-S9-A6WD-01	TCGA-S9-A6WE-01	TCGA-S9-A6WG-01	TCGA-S9-A6WH-01	TCGA-S9-A6WI-01	TCGA-S9-A6WL-01	TCGA-S9-A6WM-01	TCGA-S9-A6WN-01	TCGA-S9-A6WO-01	TCGA-S9-A6WP-01	TCGA-S9-A6WQ-01	TCGA-S9-A7IQ-01	TCGA-S9-A7IS-01	TCGA-S9-A7IX-01	TCGA-S9-A7IY-01	TCGA-S9-A7IZ-01	TCGA-S9-A7J0-01	TCGA-S9-A7J1-01	TCGA-S9-A7J2-01	TCGA-S9-A7J3-01	TCGA-S9-A7QW-01	TCGA-S9-A7QX-01	TCGA-S9-A7QY-01	TCGA-S9-A7QZ-01	TCGA-S9-A7R1-01	TCGA-S9-A7R2-01	TCGA-S9-A7R3-01	TCGA-S9-A7R4-01	TCGA-S9-A7R7-01	TCGA-S9-A7R8-01	TCGA-S9-A89V-01	TCGA-S9-A89Z-01	TCGA-TM-A7C3-01	TCGA-TM-A7C4-01	TCGA-TM-A7C5-01	TCGA-TM-A7CA-01	TCGA-TM-A7CF-01	TCGA-TM-A7CF-02	TCGA-TM-A84B-01	TCGA-TM-A84C-01	TCGA-TM-A84F-01	TCGA-TM-A84G-01	TCGA-TM-A84H-01	TCGA-TM-A84I-01	TCGA-TM-A84J-01	TCGA-TM-A84L-01	TCGA-TM-A84M-01	TCGA-TM-A84O-01	TCGA-TM-A84Q-01	TCGA-TM-A84R-01	TCGA-TM-A84S-01	TCGA-TM-A84T-01	TCGA-TQ-A7RF-01	TCGA-TQ-A7RG-01	TCGA-TQ-A7RH-01	TCGA-TQ-A7RI-01	TCGA-TQ-A7RJ-01	TCGA-TQ-A7RK-01	TCGA-TQ-A7RK-02	TCGA-TQ-A7RM-01	TCGA-TQ-A7RN-01	TCGA-TQ-A7RO-01	TCGA-TQ-A7RP-01	TCGA-TQ-A7RQ-01	TCGA-TQ-A7RR-01	TCGA-TQ-A7RS-01	TCGA-TQ-A7RU-01	TCGA-TQ-A7RV-01	TCGA-TQ-A7RV-02	TCGA-TQ-A7RW-01	TCGA-TQ-A8XE-01	TCGA-TQ-A8XE-02	TCGA-VM-A8C8-01	TCGA-VM-A8C9-01	TCGA-VM-A8CA-01	TCGA-VM-A8CB-01	TCGA-VM-A8CD-01	TCGA-VM-A8CE-01	TCGA-VM-A8CF-01	TCGA-VM-A8CH-01	TCGA-VV-A829-01	TCGA-VV-A86M-01	TCGA-VW-A7QS-01	TCGA-VW-A8FI-01	TCGA-W9-A837-01	TCGA-WH-A86K-01	TCGA-WY-A858-01	TCGA-WY-A859-01	TCGA-WY-A85A-01	TCGA-WY-A85B-01	TCGA-WY-A85C-01	TCGA-WY-A85D-01	TCGA-WY-A85E-01
hsa-let-7a-1	6305.31786	3590.098403	2216.388675	1894.659195	3552.261335	4013.723594	2822.896356	2010.638546	4501.304884	3841.651222	9360.393333	11264.764587	8816.667477	10968.524294	8784.156439	10669.945757	10962.091813	12872.069022	9079.692584	10404.529325	2519.779603	1444.028858	2967.27601	2861.789482	4440.37191	2936.995748	4904.744323	9570.625628	3165.466991	2951.246481	6934.02931	3181.971657	1870.031069	2805.927557	5081.539309	4473.323394	3346.566978	4304.03697	4587.041667	4516.154128	4654.156665	4721.517618	4104.104354	4323.693358	2678.634529	3811.509591	4409.484035	3112.731348	2936.12442	5920.803869	3742.616997	13817.629731	9685.54508	2245.236916	4153.408926	3469.697211	3967.838584	5537.998891	5828.828382	6624.331955	4698.095492	5410.69352	4026.826381	3783.963421	5014.966036	7897.881287	8825.524253	7135.736332	5312.747694	8448.242478	9163.133847	10489.15978	6250.107138	6960.21792	15199.985407	13513.081074	6667.981575	5045.221567	10162.509698	7434.717127	5636.269488	9791.259765	12780.211541	12836.702866	14710.561221	9335.068931	4354.997075	10799.692503	5922.085444	10814.818149	11791.606323	9339.365921	8514.340624	12041.065352	11186.821107	6544.885158	15008.730856	15085.533141	12982.294405	9995.925986	4593.881607	26866.48649	11114.798764	12468.595556	8038.61741	8162.569692	10359.755967	7264.094439	20458.408117	9570.817402	12046.337006	9356.701727	9423.245355	7153.18059	7998.116957	10471.529838	14080.078887	6892.732993	15090.55644	9535.397707	12797.303238	9010.751195	13998.526494	2997.620605	9127.77591	6803.425342	8934.802401	11054.669271	8871.546027	13023.847713	11664.282034	13360.78412	12087.705167	14433.23038	8491.155234	2770.027906	2140.287123	3728.192554	4633.319344	5643.358374	3025.619052	2499.757988	6803.666402	4811.537474	5672.123193	7167.242151	5097.954929	6009.59587	6822.927495	4785.048091	7287.107527	11405.257	7358.485769	4888.034578	7750.993597	3780.00137	7747.063432	10699.893784	10758.627753	10002.663384	3265.679289	4037.353123	5936.304545	16866.465106	11780.759555	3453.83764	2597.479228	6750.931702	2740.268441	5904.522677	8518.168122	6794.626995	11429.756405	6738.429602	13915.551549	7238.098865	7521.301904	8778.242697	11950.429982	7649.839569	6804.64715	4435.955486	3740.912145	14847.068399	7045.258935	4101.792554	8731.369104	7795.275388	21593.169576	11703.401864	5776.549033	7532.415794	14350.486827	13032.376471	4654.463767	5420.147729	7286.274807	6018.223433	8802.965699	9012.651049	6521.511829	9486.914643	14856.788081	10875.227258	5770.301261	13199.185264	6816.721771	12049.455445	7797.470711	14544.321716	11979.218219	10514.002116	8097.978275	15234.723803	10127.012965	3889.281746	6208.600539	3734.468346	3626.472655	5424.695268	4011.746937	2761.247137	3464.975908	4093.903669	2651.9399	2945.00013	8339.399742	6022.468304	7511.113049	5043.889299	10775.272102	7035.503467	5542.064068	8686.497148	7335.33193	9074.622667	11587.765513	8365.03171	6073.837396	14284.16496	6088.774304	14408.284879	12664.426148	12232.414004	12708.533266	10385.295204	10157.66476	2779.680638	9570.815964	8815.538844	9220.650016	10403.259369	12775.117271	8634.7586	16680.060868	10934.132033	10996.587975	12963.232611	10029.886108	12762.457426	10769.908456	8487.3554	10702.315309	11084.8123	6207.182166	4150.226521	13050.037105	10160.101251	6452.441868	14464.797317	11143.3541	4064.278508	14845.050686	9783.598063	8752.518606	10033.832646	8070.031301	7444.882493	8732.916808	5951.407425	12271.284756	13345.630436	15240.028524	11113.898341	6055.73239	9191.590157	8382.482899	16779.42149	6205.212932	4486.473723	7937.479771	8835.4547	4181.82435	7956.780786	5262.126716	13706.861426	6079.897936	3839.82864	8921.901667	9434.764012	7486.449789	7641.569438	13444.92609	8145.544177	11245.238938	6544.342115	5911.734647	6461.686133	11918.928211	6633.934979	4926.094729	8847.622158	8375.975763	11507.990073	13068.294052	4163.432897	9676.92672	11816.096131	4519.586266	4349.474458	5557.015802	5059.508384	2792.705919	4292.923878	6246.399385	2799.936545	4812.560111	4211.703486	4228.315438	3709.018641	3849.273734	2815.65223	6478.517882	4223.872096	3607.762976	3709.164142	6727.174862	10235.320709	4184.109125	6189.433135	20214.372894	8193.972606	8378.211191	8022.410869	9781.523551	14862.355961	8639.276278	8581.650027	7883.069599	12304.073807	12082.103805	4379.199666	5995.054553	5286.312792	5138.967542	7799.438602	7802.920578	5375.45877	14234.076145	3542.347684	4010.521281	6671.224072	4085.364364	9129.933297	4834.417023	4628.961374	3810.652933	3889.263829	3942.126703	4437.299768	2685.537219	6100.900309	5491.225883	4047.403178	12303.645894	6176.750493	6636.394789	5522.741031	6570.100887	3185.921262	6456.411578	11667.42142	5623.118078	7327.462203	4895.270567	6664.751136	4655.842105	3588.043432	13297.558985	3627.044726	8406.215809	7766.280361	4261.03487	11310.674361	4678.598173	5706.507832	5691.604368	5488.250582	4669.35277	9833.431777	4334.847036	5104.695463	13930.323186	8820.430053	7496.766162	5018.158796	4546.010284	7980.281997	8446.939883	4908.725582	3560.508623	10574.701813	11154.96723	15778.310982	4411.432853	6542.795498	10924.643319	3097.131962	5711.144761	5851.23596	4819.6826	5382.861695	4345.63799	8716.521442	8013.15941	5627.57336	6383.114294	5013.958067	7414.794882	9608.770588	2002.66882	5843.143042	8168.590447	8975.077079	4809.424787	8660.696512	4538.227243	9104.406597	12481.801571	5884.759187	8090.294212	4881.208103	8041.862433	16186.109365	3991.884042	10186.854878	4755.60896	9305.597878	4302.642598	5669.95425	8572.184383	8464.098863	4562.358999	5381.828374	4999.536557	7621.100564	9845.114891	5287.396764	8073.133179	14641.02476	6131.246824	6389.319819	9549.362978	18817.101894	6402.345686	6584.92575	6927.666296	8310.294287	7441.337492	4736.009321	8728.820022	10677.533862	8535.481173	14375.472635	5497.264037	5662.47576	8426.775549	7875.709877	9710.524784	12523.543478	10574.045149	5887.343168	5794.132668	6059.919135	5672.059415	4221.874356	6398.279171	6660.795039	9557.16895	7172.067546	7460.539399	16020.846507	7778.987988	5007.184991	5629.718997	10526.169345	5333.301305	14472.364159	5422.166473	5620.321606	5995.187453	6724.976896	8458.31994	12858.689369	5383.698491	8557.887881	16139.328424	12708.794435	11981.347156	5674.537025	7435.628245	8270.645443	5809.816621	13835.286174	10399.88761	6672.923881	10159.196115	7223.176608	4172.868346	5595.233455	5041.570452	6853.057069	7594.760157	7646.780331	6485.601594	5828.718232
hsa-let-7a-2	12701.644785	7210.158289	4477.934026	3807.814685	7060.00617	8091.904171	5725.289107	4022.564467	8991.331773	7664.572929	18797.184606	22559.598063	17566.265851	21999.929137	17572.511805	21285.611901	21894.813144	25811.104023	18028.150605	20884.979784	5034.759626	2835.014375	5867.80966	5731.800679	8820.637928	5805.009263	9758.961012	19150.172015	6444.285664	5829.195977	13896.762531	6217.115735	3695.601513	5665.221104	10116.382097	8878.129602	6673.309288	8599.576646	9110.917802	8989.578297	9265.027863	9287.544203	8209.331274	8627.326604	5315.725034	7660.994091	8749.352863	6127.137124	5867.161461	11694.980806	7332.860311	27462.409922	19436.468323	4436.433874	8394.113441	6903.055759	7920.222609	11083.273607	11696.728774	13133.498106	9397.617027	10846.055856	8087.907429	7495.349308	10113.842294	15705.273068	17623.298365	14198.336022	10581.469147	16815.321071	18312.301038	20922.488231	12585.817505	13890.302878	30585.80225	27023.056211	13253.961383	10111.17312	20346.712733	14781.948437	11282.525475	19468.840625	25456.492098	25598.083685	29502.438292	18623.191024	8720.74141	21615.805666	11856.062888	21691.073861	23500.848077	18667.07243	17119.562497	24050.080228	22418.784757	12978.109765	30314.448013	30229.163248	26220.235594	19768.826341	9215.802043	53700.08242	22300.840669	24979.775924	16109.145546	16477.714752	20713.932453	14543.716481	40746.544115	19047.659068	24082.514688	18646.753182	18884.449912	14403.162282	15973.960067	20977.15773	28215.071543	13796.151473	30373.105334	19163.195929	25598.863446	18031.47591	27999.121907	6034.871073	18102.885287	13763.004813	17829.667147	22033.906427	17732.798209	26054.761915	23378.843848	26884.226032	24164.305377	28649.510785	17131.320423	5521.03203	4324.661063	7465.418811	9028.393345	11339.453043	6072.378	4901.217876	13490.272143	9562.760312	11307.412575	14476.302737	10078.451369	12033.296077	13572.824683	9602.975233	14543.498831	22933.032329	14535.277652	9740.239671	15453.208281	7552.614267	15171.890016	21262.750876	21482.986087	20129.547134	6520.889104	8095.169714	11659.921859	33737.784053	23496.403996	6935.02583	5202.465118	13573.399163	5417.192912	11841.153923	16949.337542	13432.044606	22828.716021	13602.009388	27622.725764	14365.971945	14965.295425	17603.225756	23872.431394	15347.953262	13628.998538	8966.827577	7465.488429	29627.037185	14109.76646	8114.663411	17546.936418	15398.497557	42963.501039	23272.534962	11524.660319	14994.63611	28598.675335	25921.132232	9268.934327	11045.320472	14580.831105	11978.927459	17446.389703	18059.199281	13094.377787	18912.466488	29792.604556	21848.691177	11605.542263	26349.753606	13799.379971	24052.771669	15527.985812	29228.751828	24037.311525	21152.808502	16177.717112	30472.847644	20309.662979	7656.009911	12549.885091	7446.79752	7245.120611	10836.96867	7845.976028	5501.781396	6819.914493	8163.535565	5327.044022	5859.223139	16667.103272	11968.884088	14910.142989	10084.297952	21568.164217	13994.193056	11004.737004	17504.486735	14721.937412	18142.851377	23076.742851	16764.960714	12255.379519	28552.913368	12181.130992	28794.16924	25415.320086	24465.448576	25278.713646	20818.584176	20285.448293	5549.637781	18977.159228	17833.75601	18342.155307	20892.312324	25609.751113	17228.084872	33225.275999	22088.280689	22122.659082	25880.716513	20060.500222	25624.451011	21703.166773	16975.109566	21408.42081	22130.911336	12538.975652	8280.043867	26106.157009	20300.466032	12857.013575	29097.383173	22329.578092	8132.183198	29670.952684	19509.087429	17546.22095	20244.792895	16260.145444	14820.567976	17436.369811	11906.977519	24533.39417	26578.365255	30685.285325	22013.687682	12126.153325	18376.349465	16854.643898	33694.555535	12418.691215	8998.97522	15906.565167	17754.0361	8386.749055	15810.989687	10522.832835	27401.239499	12357.883807	7687.055246	17878.771064	18905.900321	14813.518223	15259.531015	26830.961134	16260.336277	22564.590313	13133.679517	11919.830088	12893.466879	24065.783576	13373.502219	9872.992319	17706.614998	16607.439428	23113.060804	26258.322874	8449.345966	19514.839385	23744.289465	8987.297495	8758.093794	11105.017458	10092.657449	5520.169251	8560.115945	12469.205001	5522.07942	9553.638566	8431.130797	8507.615386	7358.608662	7723.730206	5532.473711	12960.833944	8452.836569	7220.401664	7331.603673	13524.325504	20514.552464	8435.589555	12294.377593	40375.045765	16433.443878	16831.544189	15923.585843	19535.120276	29663.147168	17198.248906	17100.896336	15811.288331	24509.932049	24078.8626	8716.204562	11986.579395	10551.098544	10361.114619	15602.919488	15784.448538	10745.537271	28474.989143	7031.924651	8023.266182	13357.819963	8110.688406	18011.20721	9605.348812	9194.708647	7573.513747	7738.550177	7871.116145	8793.27929	5190.958564	12316.714836	10997.085624	8075.978513	24549.865451	12256.984358	13259.533972	10956.656539	13180.421233	6437.881228	12996.33365	23366.634504	11233.409746	14638.196266	9753.134102	13309.864246	9159.528251	7119.825747	26503.18245	7216.70461	16737.630003	15685.482813	8480.016259	22507.301381	9364.784753	11380.134299	11294.620033	10873.468923	9400.978824	19678.094499	8601.374149	10180.117749	27775.288614	17549.342679	14930.095891	10002.011231	9061.143066	16061.386508	16835.598007	9766.66925	7172.916825	21087.014243	22301.953124	31456.293883	8812.573349	12996.669822	21862.471413	6150.413042	11380.635719	11692.138476	9551.390291	10838.981167	8652.916461	17538.860946	15959.775245	11343.58314	12742.440434	9952.812626	14736.574783	19112.270211	3982.148843	11817.978255	16315.023179	17881.920891	9565.852486	17300.638898	9047.01231	18258.399592	24688.869854	11741.648227	16249.749135	9721.922544	16046.504792	32339.347972	7967.095538	20325.949803	9529.032461	18370.48848	8588.039319	11474.490654	17111.686967	16908.811645	8988.613743	10675.986506	9869.222077	15305.363972	19639.819658	10594.215239	16046.875631	29275.046491	12194.809588	12738.994036	19079.608658	37592.664241	12655.824078	13077.110079	13779.464429	16579.487438	14977.994668	9495.653974	17482.164033	21183.267292	16982.270378	28736.351869	11116.85973	11278.345209	16816.723566	15682.175341	19441.548328	24853.301682	21206.960274	11767.651845	11483.983073	12077.348535	11262.413945	8438.584087	12824.843807	13327.099286	18994.853172	14244.725045	14706.775552	32050.22412	15493.219756	10029.733318	11316.214286	20585.001075	10599.760098	28818.893631	10782.717419	11193.603468	12087.458946	13438.998992	16751.932468	25814.493668	10645.400109	17063.146985	32303.681578	25302.372771	23840.151316	11352.167062	14955.597839	16518.049519	11603.033765	27527.371552	20651.415341	13376.637053	20340.260711	14348.175512	8295.605043	11226.152662	10041.089489	13642.262546	15241.684726	15319.198057	13005.059481	11633.511576
